Cliente;Motorista;Data Emissão Pedido;Data Entrega Prevista;Destino;Itens;R$ Faturados;Saída para Entrega; Qtd Devolução;Mot. Devolução;Status - OTD;OCT Real;OCT Prometido;Lead Time Interno Total;LTI Conformidade;Transit Time / Last Mile;TT Conformidade;Lead Time Variance Completo / Desvio de SLA;OTIF;OTIF MOTIVOS E MOTORISTAS ENTREGA PERFEITA;OTIF Financeiro
AMERICANAS;VALDIR ESPINOSA;02/03/2020;12/03/2020;RJ;7;117,6;13/03/2020;0;S/ Devolu.;Atrasado;16;10;11;Excedeu Processo;5;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;JOÃO GOMES;02/03/2020;12/03/2020;BH;14;217;05/03/2020;1;Danificado;Atrasado;14;10;3;Processo dentro do prazo;11;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;TÚLIO SILVEIRA;03/03/2020;13/03/2020;BH;13;421,2;04/03/2020;0;S/ Devolu.;No Prazo;9;10;1;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Antes do Prazo;Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;04/03/2020;14/03/2020;SP;19;298,3;08/03/2020;2;Danificado;Atrasado;12;10;4;Processo dentro do prazo;8;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;06/03/2020;16/03/2020;SP;17;821,1;08/03/2020;3;Danificado;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;VALDIR ESPINOSA;06/03/2020;16/03/2020;RJ;5;164;09/03/2020;2;Produto Errado;Atrasado;11;10;3;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;07/03/2020;17/03/2020;BH;11;360,8;10/03/2020;3;Danificado;Atrasado;12;10;3;Processo dentro do prazo;9;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;07/03/2020;17/03/2020;BH;7;108,5;09/03/2020;0;S/ Devolu.;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;07/03/2020;17/03/2020;BH;7;112,7;16/03/2020;0;S/ Devolu.;Atrasado;16;10;9;Excedeu Processo;7;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;07/03/2020;17/03/2020;BH;17;826,2;20/03/2020;1;Produto Errado;Atrasado;17;10;13;Excedeu Processo;4;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;08/03/2020;18/03/2020;BH;15;255;13/03/2020;2;Danificado;No Prazo;7;10;5;Processo dentro do prazo;2;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;09/03/2020;19/03/2020;SP;1;32;19/03/2020;1;Produto Errado;Atrasado;16;10;10;Excedeu Processo;6;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;09/03/2020;19/03/2020;SP;5;150;13/03/2020;0;S/ Devolu.;Atrasado;14;10;4;Processo dentro do prazo;10;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;10/03/2020;20/03/2020;BH;1;47,4;12/03/2020;1;Produto Errado;No Prazo;4;10;2;Processo dentro do prazo;2;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;10/03/2020;20/03/2020;RJ;15;247,5;18/03/2020;12;Danificado;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;10/03/2020;20/03/2020;BH;18;604,8;16/03/2020;3;Produto Errado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;11/03/2020;21/03/2020;BH;16;537,6;17/03/2020;2;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;12/03/2020;22/03/2020;SP;17;278,8;14/03/2020;15;Danificado;No Prazo;5;10;2;Processo dentro do prazo;3;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;13/03/2020;23/03/2020;RJ;8;400,8;21/03/2020;3;Danificado;Atrasado;11;10;8;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;13/03/2020;23/03/2020;SP;5;232,5;17/03/2020;2;Produto Errado;No Prazo;7;10;4;Processo dentro do prazo;3;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;13/03/2020;23/03/2020;BH;13;643,5;19/03/2020;4;Produto Errado;Atrasado;12;10;6;Excedeu Processo;6;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;13/03/2020;23/03/2020;RJ;18;286,2;16/03/2020;4;Danificado;Atrasado;16;10;3;Processo dentro do prazo;13;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;13/03/2020;23/03/2020;BH;18;288;14/03/2020;0;S/ Devolu.;Atrasado;15;10;1;Processo dentro do prazo;14;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;13/03/2020;23/03/2020;SP;10;163;20/03/2020;0;S/ Devolu.;Atrasado;15;10;7;Excedeu Processo;8;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;13/03/2020;23/03/2020;BH;6;293,4;17/03/2020;0;S/ Devolu.;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;13/03/2020;23/03/2020;BH;16;496;25/03/2020;0;S/ Devolu.;Atrasado;13;10;12;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;14/03/2020;24/03/2020;SP;16;262,4;19/03/2020;3;Danificado;No Prazo;6;10;5;Processo dentro do prazo;1;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;14/03/2020;24/03/2020;SP;19;302,1;16/03/2020;1;Produto Errado;No Prazo;9;10;2;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;14/03/2020;24/03/2020;SP;19;600,4;17/03/2020;1;Produto Errado;Atrasado;16;10;3;Processo dentro do prazo;13;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;15/03/2020;25/03/2020;BH;1;32,6;20/03/2020;1;Produto Errado;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;15/03/2020;25/03/2020;SP;9;149,4;17/03/2020;3;Produto Errado;Atrasado;13;10;2;Processo dentro do prazo;11;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;16/03/2020;26/03/2020;SP;6;289,8;23/03/2020;2;Danificado;Atrasado;13;10;7;Excedeu Processo;6;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;16/03/2020;26/03/2020;SP;3;51;26/03/2020;1;Danificado;Atrasado;14;10;10;Excedeu Processo;4;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;16/03/2020;26/03/2020;BH;5;168;20/03/2020;0;S/ Devolu.;Atrasado;16;10;4;Processo dentro do prazo;12;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;LUIZ PARDAL;17/03/2020;27/03/2020;SP;16;534,4;22/03/2020;0;S/ Devolu.;Atrasado;13;10;5;Processo dentro do prazo;8;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;17/03/2020;27/03/2020;RJ;7;346,5;22/03/2020;0;S/ Devolu.;No Prazo;6;10;5;Processo dentro do prazo;1;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
WALMART;TÚLIO SILVEIRA;18/03/2020;28/03/2020;BH;10;168;24/03/2020;3;Produto Errado;No Prazo;7;10;6;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;21/03/2020;31/03/2020;SP;7;357;26/03/2020;0;S/ Devolu.;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;22/03/2020;01/04/2020;RJ;9;147,6;25/03/2020;2;Produto Errado;No Prazo;9;10;3;Processo dentro do prazo;6;Excedeu Processo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;22/03/2020;01/04/2020;RJ;7;315;25/03/2020;0;S/ Devolu.;No Prazo;5;10;3;Processo dentro do prazo;2;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;23/03/2020;02/04/2020;SP;4;188,4;06/04/2020;0;S/ Devolu.;Atrasado;15;10;14;Excedeu Processo;1;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;23/03/2020;02/04/2020;BH;8;400,8;01/04/2020;1;Danificado;No Prazo;10;10;9;Excedeu Processo;1;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;23/03/2020;02/04/2020;RJ;11;173,8;31/03/2020;2;Produto Errado;Atrasado;17;10;8;Excedeu Processo;9;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;24/03/2020;03/04/2020;RJ;8;398,4;31/03/2020;2;Arrependimento;No Prazo;8;10;7;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;24/03/2020;03/04/2020;BH;5;250,5;29/03/2020;2;Produto Errado;Atrasado;11;10;5;Processo dentro do prazo;6;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;24/03/2020;03/04/2020;SP;20;652;30/03/2020;2;Danificado;No Prazo;7;10;6;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;26/03/2020;05/04/2020;SP;10;310;06/04/2020;3;Danificado;Atrasado;17;10;11;Excedeu Processo;6;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;26/03/2020;05/04/2020;BH;19;642,2;29/03/2020;3;Danificado;Atrasado;13;10;3;Processo dentro do prazo;10;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;26/03/2020;05/04/2020;RJ;13;663;28/03/2020;4;Produto Errado;No Prazo;10;10;2;Processo dentro do prazo;8;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;27/03/2020;06/04/2020;BH;1;33,2;28/03/2020;1;Produto Errado;Atrasado;15;10;1;Processo dentro do prazo;14;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;28/03/2020;07/04/2020;BH;20;620;30/03/2020;0;S/ Devolu.;No Prazo;10;10;2;Processo dentro do prazo;8;Excedeu Processo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;28/03/2020;07/04/2020;RJ;14;222,6;07/04/2020;3;Danificado;Atrasado;16;10;10;Excedeu Processo;6;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;29/03/2020;08/04/2020;BH;20;644;05/04/2020;19;Produto Errado;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;29/03/2020;08/04/2020;BH;18;576;08/04/2020;2;Danificado;Atrasado;16;10;10;Excedeu Processo;6;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;30/03/2020;09/04/2020;BH;11;187;07/04/2020;2;Produto Errado;Atrasado;15;10;8;Excedeu Processo;7;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;30/03/2020;09/04/2020;BH;6;289,8;09/04/2020;1;Produto Errado;Atrasado;17;10;10;Excedeu Processo;7;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;31/03/2020;10/04/2020;RJ;5;240;01/04/2020;1;Danificado;No Prazo;9;10;1;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;31/03/2020;10/04/2020;SP;11;367,4;01/04/2020;2;Produto Errado;No Prazo;4;10;1;Processo dentro do prazo;3;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;01/04/2020;11/04/2020;BH;15;450;05/04/2020;0;S/ Devolu.;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;JOÃO GOMES;01/04/2020;11/04/2020;RJ;2;98,4;05/04/2020;2;Arrependimento;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;01/04/2020;11/04/2020;BH;8;124,8;06/04/2020;0;S/ Devolu.;No Prazo;9;10;5;Processo dentro do prazo;4;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;01/04/2020;11/04/2020;SP;7;222,6;05/04/2020;0;S/ Devolu.;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;01/04/2020;11/04/2020;SP;4;188,4;08/04/2020;2;Danificado;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;02/04/2020;12/04/2020;BH;16;254,4;10/04/2020;7;Danificado;Atrasado;12;10;8;Excedeu Processo;4;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;02/04/2020;12/04/2020;SP;1;16,2;07/04/2020;1;Produto Errado;No Prazo;9;10;5;Processo dentro do prazo;4;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;03/04/2020;13/04/2020;SP;13;426,4;04/04/2020;0;S/ Devolu.;Atrasado;11;10;1;Processo dentro do prazo;10;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;1 dia Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;03/04/2020;13/04/2020;BH;8;120;07/04/2020;2;Produto Errado;Atrasado;18;10;4;Processo dentro do prazo;14;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;VALDIR ESPINOSA;04/04/2020;14/04/2020;RJ;4;189,6;09/04/2020;0;S/ Devolu.;Atrasado;16;10;5;Processo dentro do prazo;11;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;05/04/2020;15/04/2020;BH;1;33,8;09/04/2020;0;S/ Devolu.;Atrasado;12;10;4;Processo dentro do prazo;8;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;06/04/2020;16/04/2020;RJ;19;912;18/04/2020;1;Produto Errado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;07/04/2020;17/04/2020;RJ;18;842,4;14/04/2020;3;Arrependimento;No Prazo;9;10;7;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;08/04/2020;18/04/2020;SP;9;421,2;21/04/2020;1;Danificado;Atrasado;15;10;13;Excedeu Processo;2;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;08/04/2020;18/04/2020;RJ;9;141,3;15/04/2020;2;Arrependimento;Atrasado;12;10;7;Excedeu Processo;5;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;09/04/2020;19/04/2020;RJ;15;234;15/04/2020;3;Produto Errado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;09/04/2020;19/04/2020;RJ;8;257,6;13/04/2020;2;Produto Errado;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;10/04/2020;20/04/2020;SP;7;109,2;20/04/2020;2;Produto Errado;Atrasado;11;10;10;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;10/04/2020;20/04/2020;SP;16;499,2;15/04/2020;3;Produto Errado;Atrasado;15;10;5;Processo dentro do prazo;10;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;10/04/2020;20/04/2020;SP;9;405;18/04/2020;1;Danificado;Atrasado;11;10;8;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;11/04/2020;21/04/2020;SP;2;65,2;13/04/2020;0;S/ Devolu.;Atrasado;15;10;2;Processo dentro do prazo;13;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;11/04/2020;21/04/2020;SP;4;132;21/04/2020;0;S/ Devolu.;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;11/04/2020;21/04/2020;BH;5;78;24/04/2020;1;Arrependimento;Atrasado;14;10;13;Excedeu Processo;1;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;12/04/2020;22/04/2020;BH;8;268,8;16/04/2020;2;Produto Errado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;12/04/2020;22/04/2020;RJ;8;379,2;25/04/2020;0;S/ Devolu.;Atrasado;18;10;13;Excedeu Processo;5;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;12/04/2020;22/04/2020;RJ;5;252;26/04/2020;1;Produto Errado;Atrasado;17;10;14;Excedeu Processo;3;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;13/04/2020;23/04/2020;RJ;16;257,6;23/04/2020;8;Danificado;Atrasado;16;10;10;Excedeu Processo;6;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;13/04/2020;23/04/2020;BH;10;166;17/04/2020;0;S/ Devolu.;No Prazo;10;10;4;Processo dentro do prazo;6;Excedeu Processo; No Prazo Exato (OnTime);Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;13/04/2020;23/04/2020;SP;5;240;15/04/2020;0;S/ Devolu.;No Prazo;7;10;2;Processo dentro do prazo;5;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;13/04/2020;23/04/2020;BH;16;252,8;16/04/2020;1;Danificado;Atrasado;13;10;3;Processo dentro do prazo;10;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;14/04/2020;24/04/2020;BH;17;270,3;22/04/2020;2;Arrependimento;Atrasado;17;10;8;Excedeu Processo;9;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;14/04/2020;24/04/2020;RJ;6;300,6;19/04/2020;0;S/ Devolu.;Atrasado;15;10;5;Processo dentro do prazo;10;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;14/04/2020;24/04/2020;SP;14;420;16/04/2020;9;Danificado;No Prazo;7;10;2;Processo dentro do prazo;5;Processo dentro do prazo;3 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;14/04/2020;24/04/2020;RJ;19;630,8;27/04/2020;7;Danificado;Atrasado;18;10;13;Excedeu Processo;5;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;15/04/2020;25/04/2020;BH;12;374,4;21/04/2020;0;S/ Devolu.;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
